city_id;city_abbr;city_name;communiy_id;community_name;location;unit_price;price_date;longitude;latitude;hier1;hier2;hier3;hier4;hier5;age;structure;management_fee;management_co;developer;building_amount;house_amount;url
440100;gz;广州;219162408341838;捷进中路;(番禺市桥)捷进中路;20082;2月参考均价;113.360457;22.954439;链家网广州站;广州小区;番禺小区;市桥小区;捷进中路;1996年建成;塔楼/板楼;暂无信息;无物业管理服务;无开发商;27栋;395户;https://gz.lianjia.com/xiaoqu/219162408341838/
440100;gz;广州;2110343238861705;东方花园2区;(番禺番禺广场)兴泰路;24720;2月参考均价;113.386593;22.938595;链家网广州站;广州小区;番禺小区;番禺广场小区;东方花园2区;2002年建成;塔楼;1.8元/平米/月;广州市泰诚物业管理有限公司;禺城地产开发有限公司;10栋;284户;https://gz.lianjia.com/xiaoqu/2110343238861705/
440100;gz;广州;2110343239123448;西城路10街;(番禺市桥)西城路;14774;2月参考均价;113.361827;22.9376;链家网广州站;广州小区;番禺小区;市桥小区;西城路10街;1990年建成;塔楼/板楼;暂无信息;无物业管理服务;无开发商;6栋;140户;https://gz.lianjia.com/xiaoqu/2110343239123448/
440100;gz;广州;2110343239123156;西丽路西环大街;(番禺市桥)西丽路;15613;2月参考均价;113.360828;22.944891;链家网广州站;广州小区;番禺小区;市桥小区;西丽路西环大街;暂无信息;塔楼/板楼;暂无信息;无物业管理服务;无开发商;29栋;612户;https://gz.lianjia.com/xiaoqu/2110343239123156/
440100;gz;广州;2111103318241;铁路宿舍大院;(越秀杨箕)中山一路铁路宿舍大院;39762;2月参考均价;113.31597;23.133946;链家网广州站;广州小区;越秀小区;杨箕小区;铁路宿舍大院;2000年建成;塔楼;暂无信息;无物业管理服务;无开发商;5栋;126户;https://gz.lianjia.com/xiaoqu/2111103318241/
440100;gz;广州;2111253991354253;淘金北路正平北街;(越秀淘金)淘金北路;43633;2月参考均价;113.295627;23.149642;链家网广州站;广州小区;越秀小区;淘金小区;淘金北路正平北街;暂无信息;塔楼;暂无信息;无物业管理服务;无开发商;8栋;200户;https://gz.lianjia.com/xiaoqu/2111253991354253/
440100;gz;广州;2110343238599040;新市花园二区;(白云新市)棠安路新市花园二区;29140;2月参考均价;113.263324;23.193796;链家网广州站;广州小区;白云小区;新市小区;新市花园二区;1994年建成;塔楼;1.8元/平米/月;天河信禾物业管理有限公司;广州市白云区城镇建设开发总公司;1栋;312户;https://gz.lianjia.com/xiaoqu/2110343238599040/
440100;gz;广州;2110343238860892;锦绣香江花园布查特官邸;(番禺汉溪)迎宾路锦绣香江花园布查特官邸;43713;2月参考均价;113.347163;22.996133;链家网广州站;广州小区;番禺小区;汉溪小区;锦绣香江花园布查特官邸;2004年建成;塔楼;3元/平米/月;香港怡高物业管理有限公司;番禺锦江房地产有限公司;6栋;386户;https://gz.lianjia.com/xiaoqu/2110343238860892/
440100;gz;广州;2113848388078444;正太广场;(番禺市桥)禺山大道170号;18201;2月参考均价;113.362735;22.947237;链家网广州站;广州小区;番禺小区;市桥小区;正太广场;暂无信息;塔楼;2.8元/平米/月;广州宜家创生物业管理有限公司;广州市番禺圻润房地产开发有限公司;6栋;636户;https://gz.lianjia.com/xiaoqu/2113848388078444/
440100;gz;广州;219977058045078;敏捷御峰国际;(番禺会江)105国道左侧敏捷御峰国际;17320;2月参考均价;113.310885;23.008658;链家网广州站;广州小区;番禺小区;会江小区;敏捷御峰国际;2016年建成;塔楼;3.5元/平米/月;广州市敏捷物业管理有限公司;广州市敏捷房地产开发公司;6栋;2179户;https://gz.lianjia.com/xiaoqu/219977058045078/
440100;gz;广州;2110343238861539;测试楼盘19;(番禺富豪山庄)市广路富豪山庄映绿华庭;24983;12月参考均价;113.358985;22.977781;链家网广州站;广州小区;番禺小区;富豪山庄小区;测试楼盘19;2013年建成;板楼;1.7至2.5元/平米/月;暂无信息;暂无信息;53栋;425户;https://gz.lianjia.com/xiaoqu/2110343238861539/
440100;gz;广州;2114552801487888;雅居乐七里海;(番禺石楼)北环路363号;21797;2月参考均价;113.492275;22.972366;链家网广州站;广州小区;番禺小区;石楼小区;雅居乐七里海;2013年建成;塔楼;2.6元/平米/月;广州市雅居乐物业管理服务有限公司;暂无信息;3栋;230户;https://gz.lianjia.com/xiaoqu/2114552801487888/
440100;gz;广州;2110343238861525;富丽家园香江商业大厦;(番禺大石)城西路富丽家园香江商业大厦;18719;2月参考均价;113.317024;23.031534;链家网广州站;广州小区;番禺小区;大石小区;富丽家园香江商业大厦;1995年建成;塔楼;0.7元/平米/月;广州东华物业管理有限公司;广州市番禺区房地产联合开发总公司大石公司;4栋;84户;https://gz.lianjia.com/xiaoqu/2110343238861525/
440100;gz;广州;219999216554553;星力时代豪庭;(番禺南村)迎星东路33号;26089;2月参考均价;113.380072;22.976196;链家网广州站;广州小区;番禺小区;南村小区;星力时代豪庭;暂无信息;塔楼;2.5元/平米/月;广州万景物业管理有限公司;广州市星力动漫游戏产业园有限公司;6栋;768户;https://gz.lianjia.com/xiaoqu/219999216554553/
440100;gz;广州;2110343238861145;江山帝景;(番禺华南新城)南大路江山帝景;29698;2月参考均价;113.36295;23.029754;链家网广州站;广州小区;番禺小区;华南新城小区;江山帝景;2011年建成;塔楼;3.8元/平米/月;合生康景物业服务有限公司;广州合生创展集团有限公司;39栋;438户;https://gz.lianjia.com/xiaoqu/2110343238861145/
440100;gz;广州;2111103317451;祺康园;(番禺市桥)北桥路82号;18913;2月参考均价;113.359595;22.947674;链家网广州站;广州小区;番禺小区;市桥小区;祺康园;1996年建成;塔楼;2.8元/平米/月;广州市埔诚物业管理有限公司;暂无信息;8栋;178户;https://gz.lianjia.com/xiaoqu/2111103317451/
440100;gz;广州;219980063264800;尚轩103;(番禺大学城)明志街8号;47227;2月参考均价;113.404614;23.048911;链家网广州站;广州小区;番禺小区;大学城小区;尚轩103;暂无信息;塔楼;3.56至3.85元/平米/月;广州市尚泰物业管理有限公司;广州尚泰房地产开发有限公司;4栋;103户;https://gz.lianjia.com/xiaoqu/219980063264800/
440100;gz;广州;2110343238337179;海天花园;(番禺洛溪)洛溪路海天花园;27935;2月参考均价;113.301623;23.05049;链家网广州站;广州小区;番禺小区;洛溪小区;海天花园;1998年建成;板楼;0.61元/平米/月;广州市东华物业有限公司;广州市开元房地产发展有限公司;158栋;323户;https://gz.lianjia.com/xiaoqu/2110343238337179/
440100;gz;广州;2110343239123056;富丽家园百乐园;(番禺大石)城西路富丽家园百乐园;20286;2月参考均价;113.311525;23.030253;链家网广州站;广州小区;番禺小区;大石小区;富丽家园百乐园;1995年建成;塔楼;0.7元/平米/月;广州东华物业管理有限公司;广州市番禺区房地产联合开发总公司大石公司;19栋;256户;https://gz.lianjia.com/xiaoqu/2110343239123056/
440100;gz;广州;2110343238337471;百合苑B区;(天河员村)员村四横路百合苑B区;32976;2月参考均价;113.378361;23.123683;链家网广州站;广州小区;天河小区;员村小区;百合苑B区;1996年建成;塔楼;0.5元/平米/月;至诚物业管理有限公司;广州市经茂嘉星实业有限公司;14栋;435户;https://gz.lianjia.com/xiaoqu/2110343238337471/
440100;gz;广州;2110343238337442;华景新城沁馥佳苑;(天河华景新城)中山大道西华景新城沁馥佳苑;53342;2月参考均价;113.366383;23.143837;链家网广州站;广州小区;天河小区;华景新城小区;华景新城沁馥佳苑;2006年建成;塔楼;1.2元/平米/月;广州市康景物业管理有限公司;广州珠光房地产开发有限公司;10栋;506户;https://gz.lianjia.com/xiaoqu/2110343238337442/
440100;gz;广州;2111103316694;恒达苑;(天河林和)林和东路200号;58631;2月参考均价;113.335503;23.151681;链家网广州站;广州小区;天河小区;林和小区;恒达苑;1998年建成;塔楼;0.65元/平米/月;广州市嘉福物业管理有限公司;恒达房屋开发有限责任公司;8栋;228户;https://gz.lianjia.com/xiaoqu/2111103316694/
440100;gz;广州;219161663066551;天銮;(天河珠江新城中)临江大道59号;94531;2月参考均价;113.336477;23.120336;链家网广州站;广州小区;天河小区;珠江新城中小区;天銮;2013年建成;塔楼;6.5元/平米/月;广州市启胜物业管理有限公司;汇成房地产开发有限公司;7栋;537户;https://gz.lianjia.com/xiaoqu/219161663066551/
440100;gz;广州;2111786584599590;淘金日景台;(越秀淘金)太和岗路25号;40418;2月参考均价;113.294738;23.146253;链家网广州站;广州小区;越秀小区;淘金小区;淘金日景台;1995年建成;塔楼/板楼;暂无信息;业主自筹物业;暂无信息;4栋;148户;https://gz.lianjia.com/xiaoqu/2111786584599590/
