city_id;community_id;img_url
120000;1211046035621;https://image1.ljcdn.com/hdic-resblock/08a9e7f7-85e1-4a19-ba96-c11fcb87eae4.jpg.710x400.jpg
120000;1211046035621;https://image1.ljcdn.com/hdic-resblock/724dedf3-0266-4398-8515-a3425da37e2e.jpg.710x400.jpg
120000;1211046035621;https://image1.ljcdn.com/hdic-resblock/86797278-5ff5-424d-aacd-e321892525b3.jpg.710x400.jpg
120000;1211046035621;https://image1.ljcdn.com/hdic-resblock/a47c5619-75ba-43a4-bcff-3b9e8a5ea1dd.jpg.710x400.jpg
120000;1211046035621;https://image1.ljcdn.com/hdic-resblock/1f53dc19-aaa1-44fc-95c7-0a8b65ee678a.jpg.710x400.jpg
120000;1211046035621;https://image1.ljcdn.com/hdic-resblock/e568f06a-7146-4123-9859-08e0c99c0139.jpg.710x400.jpg
120000;1211046035621;https://image1.ljcdn.com/hdic-resblock/45853d6f-68d1-4716-94c7-18f16b752efe.jpg.710x400.jpg
120000;1211046035621;https://image1.ljcdn.com/hdic-resblock/9deaba5d-db51-487d-b35d-02bfaaf09ee2.jpg.710x400.jpg
120000;1211046035621;https://image1.ljcdn.com/hdic-resblock/af0b0aaf-d2d5-4466-ae75-886ca9709ae5.jpg.710x400.jpg
120000;1211046035621;https://image1.ljcdn.com/hdic-resblock/5f528c5d-c72a-49b2-9695-787392145942.jpg.710x400.jpg
120000;1211046040986;https://image1.ljcdn.com/hdic-resblock/2f879397-68b0-43e3-91a3-76b052220058.jpg.710x400.jpg
120000;1211046040986;https://image1.ljcdn.com/hdic-resblock/83905fa7-83e9-4f28-b65c-cdda2b6b6a83.jpg.710x400.jpg
120000;1211046040986;https://image1.ljcdn.com/hdic-resblock/243b7751-e7a0-40e3-8cd1-f37ef5c5ac7f.jpg.710x400.jpg
120000;1211046040986;https://image1.ljcdn.com/hdic-resblock/3fd4c48e-897c-4457-8c12-793158a5c245.jpg.710x400.jpg
120000;1211046040986;https://image1.ljcdn.com/hdic-resblock/3184693e-8d56-4fd5-868f-b292b04f7b06.jpg.710x400.jpg
120000;1211046040986;https://image1.ljcdn.com/hdic-resblock/75b9c20e-06ac-4815-866b-8b9a416ca940.jpg.710x400.jpg
120000;1211046040986;https://image1.ljcdn.com/hdic-resblock/ade3a395-54da-4869-b017-190e57a3f31b.jpg.710x400.jpg
120000;1211046040986;https://image1.ljcdn.com/hdic-resblock/b1e7e92c-bc7c-4e79-b155-a5ded9850abb.jpg.710x400.jpg
120000;1211046040986;https://image1.ljcdn.com/hdic-resblock/e82a0131-bd13-4db2-a6b5-c65ac4fc01d2.jpg.710x400.jpg
120000;1211045426281;https://image1.ljcdn.com/hdic-resblock/bec677e2-d7c6-428e-bc16-cb2a5df12198.jpg.710x400.jpg
120000;1211045426281;https://image1.ljcdn.com/hdic-resblock/2f4eeb1a-db1e-47b7-91fd-8abd6ea5a6de.jpg.710x400.jpg
120000;1211045426281;https://image1.ljcdn.com/hdic-resblock/7668dfc8-a3ba-4a2e-8727-69c57324e3e3.jpg.710x400.jpg
120000;1211045426281;https://image1.ljcdn.com/hdic-resblock/f07abe0e-0f1a-47f6-82ca-d46ad59aed6c.jpg.710x400.jpg
120000;1211045426281;https://image1.ljcdn.com/hdic-resblock/c1f5add9-7e7c-463a-a5ce-957f12dfd15a.jpg.710x400.jpg
